"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Kyle Korver","ATL","75","2418","292","600","0.487","221","449","0.492","106","118","0.898","15","289","304","196","52","42","107","140","911","1078","1.83","0.49"
"2","Eric Gordon","NOP","61","2018","285","694","0.411","141","315","0.448","107","133","0.805","28","131","159","229","50","14","122","145","818","713","1.88","0.41"
"3","Stephen Curry","GSW","80","2613","653","1341","0.487","286","646","0.443","308","337","0.914","56","285","341","619","163","16","249","158","1900","2073","2.49","0.66"
"4","Klay Thompson","GSW","77","2455","602","1299","0.463","239","545","0.439","225","256","0.879","27","220","247","222","87","60","149","122","1668","1407","1.49","0.58"
"5","JJ Redick","LAC","78","2409","447","938","0.477","200","458","0.437","183","203","0.901","22","145","167","137","39","8","95","134","1277","1022","1.44","0.41"
"6","Anthony Morrow","OKC","74","1806","285","615","0.463","141","325","0.434","79","89","0.888","40","155","195","60","54","11","38","135","790","732","1.58","1.42"
"7","Danny Green","SAS","81","2312","322","738","0.436","191","457","0.418","111","127","0.874","54","289","343","158","101","87","93","163","946","1110","1.7","1.09"
"8","Kyrie Irving","CLE","75","2730","578","1235","0.468","157","378","0.415","315","365","0.863","55","182","237","389","114","20","186","146","1628","1495","2.09","0.61"
"9","Bradley Beal","WAS","63","2107","363","851","0.427","106","259","0.409","130","166","0.783","57","184","241","194","76","18","123","136","962","844","1.58","0.62"
"10","Mike Dunleavy","CHI","63","1838","209","481","0.435","107","263","0.407","70","87","0.805","28","220","248","114","39","21","60","123","595","668","1.9","0.65"
"11","Khris Middleton","MIL","79","2378","406","869","0.467","109","268","0.407","134","156","0.859","48","299","347","182","122","11","113","183","1055","1119","1.61","1.08"
"12","Harrison Barnes","GSW","82","2318","316","656","0.482","87","215","0.405","108","150","0.72","117","336","453","116","61","19","71","146","827","1023","1.63","0.86"
"13","Courtney Lee","MEM","77","2354","288","643","0.448","90","224","0.402","111","129","0.86","21","157","178","151","75","12","78","129","777","742","1.94","0.96"
"14","Hollis Thompson","PHI","71","1776","224","543","0.413","115","287","0.401","63","89","0.708","53","145","198","85","57","26","66","141","626","581","1.29","0.86"
"15","Kyle Singler","OKC","80","1744","172","446","0.386","96","241","0.398","40","52","0.769","33","161","194","85","47","21","55","153","480","486","1.55","0.86"
"16","Chris Paul","LAC","82","2857","568","1170","0.485","139","349","0.398","289","321","0.9","52","324","376","838","156","15","190","203","1564","2125","4.41","0.82"
"17","DeMarre Carroll","ATL","70","2189","318","653","0.487","120","304","0.395","127","181","0.702","99","273","372","118","94","17","75","154","883","1020","1.57","1.25"
"18","Channing Frye","ORL","75","1870","191","487","0.392","136","346","0.393","31","35","0.886","27","266","293","94","47","39","78","191","549","644","1.21","0.6"
"19","Jason Terry","HOU","77","1641","188","446","0.422","126","323","0.39","39","48","0.813","15","106","121","147","66","19","74","116","541","553","1.99","0.89"
