"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Anthony Peeler","SAC","75","1391","156","348","0.448","68","141","0.482","51","61","0.836","31","122","153","120","56","10","77","103","431","491","1.56","0.73"
"2","Brent Barry","SEA","59","1801","215","427","0.504","114","252","0.452","91","110","0.827","21","183","204","342","85","16","139","121","635","912","2.46","0.61"
"3","Brian Cardinal","GSW","76","1634","220","466","0.472","55","124","0.444","238","271","0.878","100","217","317","103","66","20","84","206","733","876","1.23","0.79"
"4","Fred Hoiberg","MIN","79","1804","178","383","0.465","76","172","0.442","98","116","0.845","21","247","268","109","66","10","44","136","530","716","2.48","1.5"
"5","Aaron McKie","PHI","75","2116","265","577","0.459","75","172","0.436","84","111","0.757","45","208","253","195","85","23","103","142","689","803","1.89","0.83"
"6","Peja Stojakovic","SAC","81","3265","665","1386","0.48","240","554","0.433","394","425","0.927","91","417","508","173","108","14","153","159","1964","1862","1.13","0.71"
"7","Allan Houston","NYK","50","1797","340","781","0.435","87","202","0.431","157","172","0.913","20","101","121","99","38","2","102","105","924","626","0.97","0.37"
"8","Hedo Turkoglu","SAS","80","2075","262","645","0.406","101","241","0.419","114","161","0.708","52","306","358","154","80","32","94","165","739","839","1.64","0.85"
"9","Casey Jacobsen","PHX","78","1828","150","360","0.417","75","180","0.417","91","111","0.82","42","159","201","98","48","9","68","144","466","524","1.44","0.71"
"10","Charlie Ward","SAS","71","1253","160","390","0.41","84","206","0.408","20","27","0.741","12","132","144","215","64","11","96","107","424","525","2.24","0.67"
"11","Michael Finley","DAL","72","2778","514","1159","0.443","150","370","0.405","164","193","0.85","78","247","325","212","84","39","83","118","1342","1245","2.55","1.01"
"12","Steve Nash","DAL","78","2613","397","845","0.47","104","257","0.405","230","251","0.916","59","173","232","687","67","8","209","139","1128","1444","3.29","0.32"
"13","Donyell Marshall","TOR","82","2988","470","1020","0.461","131","325","0.403","134","182","0.736","210","598","808","122","93","124","117","247","1205","1637","1.04","0.8"
"14","Reggie Miller","IND","80","2254","260","594","0.438","134","334","0.401","146","165","0.885","18","170","188","249","65","11","68","96","800","892","3.66","0.96"
"15","Jim Jackson","HOU","80","3120","382","900","0.424","162","405","0.4","107","127","0.843","52","435","487","226","86","23","175","227","1033","1142","1.29","0.49"
"16","Keith Van Horn","MIL","72","2344","410","903","0.454","93","233","0.399","249","290","0.859","149","352","501","120","68","33","169","215","1162","1181","0.71","0.4"
"17","Wesley Person","ATL","58","1040","126","314","0.401","55","138","0.399","31","39","0.795","16","101","117","66","19","9","38","38","338","315","1.74","0.5"
