"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Hubert Davis","DAL","79","1817","217","464","0.468","82","167","0.491","67","77","0.87","17","117","134","141","24","3","70","109","583","558","2.01","0.34"
"2","Jeff Hornacek","UTA","77","2133","358","728","0.492","66","138","0.478","171","180","0.95","49","133","182","202","66","16","113","149","953","927","1.79","0.58"
"3","Matt Bullard","HOU","56","1024","139","340","0.409","79","177","0.446","25","30","0.833","13","125","138","63","19","13","36","85","382","373","1.75","0.53"
"4","Rodney Rogers","PHX","82","2286","428","881","0.486","115","262","0.439","159","249","0.639","138","309","447","170","94","47","163","290","1130","1182","1.04","0.58"
"5","Allan Houston","NYK","82","3169","614","1271","0.483","106","243","0.436","280","334","0.838","38","233","271","224","65","14","186","219","1614","1291","1.2","0.35"
"6","Terry Porter","SAS","68","1613","207","463","0.447","90","207","0.435","137","170","0.806","24","167","191","221","50","9","100","79","641","723","2.21","0.5"
"7","Lindsey Hunter","DET","82","2919","379","892","0.425","168","389","0.432","117","154","0.76","35","215","250","327","129","22","145","216","1043","1076","2.26","0.89"
"8","Tracy Murray","WAS","80","1831","290","670","0.433","113","263","0.43","120","141","0.851","63","208","271","72","45","24","84","185","813","740","0.86","0.54"
"9","Jon Barry","SAC","62","1281","161","346","0.465","66","154","0.429","107","116","0.922","38","121","159","150","75","7","85","104","495","607","1.77","0.88"
"10","Wesley Person","CLE","79","2056","280","654","0.428","106","250","0.424","61","77","0.792","44","223","267","146","40","19","60","119","727","749","2.43","0.67"
"11","Ray Allen","MIL","82","3070","642","1411","0.455","172","407","0.423","353","398","0.887","83","276","359","308","110","19","183","187","1809","1608","1.68","0.6"
"12","Brent Barry","SEA","80","2726","327","707","0.463","164","399","0.411","127","157","0.809","50","322","372","291","103","31","142","228","945","1190","2.05","0.73"
"13","Dana Barros","BOS","72","1139","196","435","0.451","59","144","0.41","66","76","0.868","13","86","99","133","31","4","66","80","517","469","2.02","0.47"
"14","Michael Dickerson","VAN","82","3103","554","1270","0.436","119","291","0.409","269","324","0.83","78","201","279","208","116","45","165","226","1496","1208","1.26","0.7"
"15","Reggie Miller","IND","81","2987","466","1041","0.448","165","404","0.408","373","406","0.919","50","189","239","187","85","25","129","126","1470","1269","1.45","0.66"
"16","Sam Perkins","IND","81","1620","184","441","0.417","89","218","0.408","80","97","0.825","64","225","289","68","31","33","63","136","537","621","1.08","0.49"
"17","Jamal Mashburn","MIA","76","2828","515","1158","0.445","112","278","0.403","186","239","0.778","64","317","381","298","79","14","180","215","1328","1224","1.66","0.44"
"18","Mark Jackson","IND","81","2190","246","570","0.432","89","221","0.403","79","98","0.806","63","233","296","650","76","10","174","111","660","1175","3.74","0.44"
"19","Steve Nash","DAL","56","1532","173","363","0.477","60","149","0.403","75","85","0.882","34","87","121","272","37","3","102","122","481","612","2.67","0.36"
"20","Vince Carter","TOR","82","3126","788","1696","0.465","95","236","0.403","436","551","0.791","150","326","476","322","110","92","178","263","2107","1906","1.81","0.62"
"21","Pat Garrity","ORL","82","1479","258","585","0.441","79","197","0.401","80","111","0.721","44","166","210","58","31","19","85","197","675","550","0.68","0.37"
"22","Michael Finley","DAL","82","3464","748","1636","0.457","99","247","0.401","260","317","0.82","122","396","518","438","109","32","196","171","1855","1811","2.24","0.56"
"23","Kerry Kittles","NJN","62","1896","305","698","0.437","96","240","0.4","101","127","0.795","46","179","225","142","79","19","56","120","807","797","2.54","1.41"
"24","Steven Smith","POR","82","2689","420","900","0.467","96","241","0.398","289","340","0.85","123","190","313","209","71","31","117","214","1225","1201","1.79","0.61"
"25","Mario Elie","SAS","79","2217","195","457","0.427","74","186","0.398","126","149","0.846","48","201","249","193","73","9","130","156","590","699","1.49","0.56"
"26","Bryon Russell","UTA","82","2900","408","914","0.446","106","268","0.396","237","316","0.75","99","328","427","158","128","23","101","255","1159","1209","1.56","1.27"
"27","Jalen Rose","IND","80","2978","563","1196","0.471","77","196","0.393","254","307","0.827","42","345","387","320","84","49","188","234","1457","1423","1.7","0.45"
"28","Dell Curry","TOR","67","1095","194","454","0.427","95","242","0.393","24","32","0.75","11","89","100","89","32","9","40","66","507","429","2.23","0.8"
"28","Terry Mills","DET","82","1842","214","488","0.439","95","242","0.393","25","34","0.735","50","340","390","85","38","24","46","242","548","756","1.85","0.83"
"30","Erick Strickland","DAL","68","2025","316","730","0.433","73","186","0.392","162","195","0.831","69","254","323","211","105","13","102","190","867","970","2.07","1.03"
"31","Walt Williams","HOU","76","1859","312","681","0.458","102","261","0.391","101","123","0.821","69","237","306","157","49","44","113","190","827","879","1.39","0.43"
"32","Voshon Lenard","MIA","53","1434","228","560","0.407","89","228","0.39","84","106","0.792","37","116","153","136","41","15","80","127","629","540","1.7","0.51"
"33","Hersey Hawkins","CHI","61","1622","159","375","0.424","55","141","0.39","107","119","0.899","31","144","175","134","74","15","100","146","480","550","1.34","0.74"
"34","Todd Day","PHX","58","941","130","330","0.394","64","165","0.388","72","108","0.667","31","98","129","65","44","22","50","127","396","370","1.3","0.88"
"35","Charlie Ward","NYK","72","1986","189","447","0.423","102","264","0.386","48","58","0.828","22","206","228","300","95","16","102","176","528","797","2.94","0.93"
"35","Kenny Anderson","BOS","82","2593","434","986","0.44","85","220","0.386","196","253","0.775","55","170","225","420","139","8","130","230","1149","1202","3.23","1.07"
"37","Jim Jackson","ATL","79","2767","507","1235","0.411","117","303","0.386","186","212","0.877","101","293","394","230","57","10","185","167","1317","1069","1.24","0.31"
"38","Mitch Richmond","WAS","74","2397","447","1049","0.426","93","241","0.386","298","340","0.876","37","176","213","185","110","13","154","191","1285","1008","1.2","0.71"
"39","Eric Piatkowski","LAC","75","1712","238","573","0.415","93","243","0.383","85","100","0.85","74","148","222","81","44","13","57","140","654","607","1.42","0.77"
"40","Dirk Nowitzki","DAL","82","2938","515","1118","0.461","116","306","0.379","289","348","0.83","102","430","532","203","63","68","141","256","1435","1498","1.44","0.45"
"41","Johnny Newman","NJN","82","1763","278","623","0.446","72","190","0.379","192","229","0.838","39","115","154","65","53","11","89","207","820","632","0.73","0.6"
"42","George McCloud","DEN","78","2118","266","638","0.417","107","283","0.378","148","181","0.818","72","213","285","246","48","26","134","180","787","853","1.84","0.36"
"43","Greg Anthony","POR","82","1548","169","416","0.406","88","233","0.378","88","114","0.772","17","116","133","208","59","9","85","143","514","565","2.45","0.69"
"44","Damon Stoudamire","POR","78","2372","386","894","0.432","80","212","0.377","122","145","0.841","61","182","243","405","77","1","149","173","974","1020","2.72","0.52"
"45","Chris Whitney","WAS","82","1627","217","521","0.417","96","255","0.376","112","132","0.848","20","114","134","313","55","5","107","166","642","718","2.93","0.51"
"46","Dennis Scott","VAN","66","1263","125","333","0.375","71","189","0.376","48","57","0.842","16","90","106","69","28","9","30","104","369","334","2.3","0.93"
"47","Eddie Jones","CHH","72","2807","478","1119","0.427","128","341","0.375","362","419","0.864","81","262","343","305","192","49","160","176","1446","1477","1.91","1.2"
"48","Peja Stojakovic","SAC","74","1749","321","717","0.448","100","267","0.375","135","153","0.882","74","202","276","106","52","7","88","97","877","816","1.21","0.59"
"49","James Posey","DEN","81","2052","230","536","0.429","82","220","0.373","120","150","0.8","85","232","317","146","98","33","95","207","662","825","1.54","1.03"
"50","Clifford Robinson","PHX","80","2839","530","1142","0.464","120","324","0.37","298","381","0.782","105","254","359","224","90","61","166","239","1478","1351","1.35","0.54"
"51","Keith Van Horn","NJN","80","2782","559","1257","0.445","84","228","0.368","333","393","0.847","200","476","676","158","64","60","245","258","1535","1490","0.65","0.26"
"52","Howard Eisley","UTA","82","2096","282","675","0.418","60","163","0.368","84","102","0.824","23","147","170","347","59","9","132","223","708","750","2.63","0.45"
"53","Bob Sura","CLE","73","2216","356","815","0.437","122","332","0.367","175","251","0.697","50","238","288","284","91","19","148","201","1009","1008","1.92","0.62"
"54","Tim Hardaway","MIA","52","1672","246","638","0.386","94","256","0.367","110","133","0.827","25","125","150","385","49","4","119","112","696","750","3.24","0.41"
"55","Glen Rice","LAL","80","2530","421","980","0.43","84","229","0.367","346","396","0.874","56","271","327","176","47","12","114","179","1272","1111","1.54","0.41"
"56","Mike Bibby","VAN","82","3155","459","1031","0.445","77","212","0.363","195","250","0.78","73","233","306","665","132","15","247","171","1190","1434","2.69","0.53"
