"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Tyson Chandler","NOK","73","2525","292","468","0.624","0","1","0","106","201","0.527","320","584","904","66","37","129","126","244","690","1429","0.52","0.29"
"2","Ben Wallace","CHI","77","2697","192","424","0.453","1","5","0.2","109","267","0.408","303","518","821","186","111","156","101","153","494","1277","1.84","1.1"
"3","Dwight Howard","ORL","82","3023","526","873","0.603","1","2","0.5","390","666","0.586","283","725","1008","158","70","156","317","245","1443","1895","0.5","0.22"
"4","Elton Brand","LAC","80","3077","645","1211","0.533","1","1","1","351","461","0.761","268","476","744","235","77","179","202","238","1642","1999","1.16","0.38"
"5","Drew Gooden","CLE","80","2238","371","784","0.473","1","6","0.167","142","199","0.714","263","418","681","88","70","28","115","210","885","1167","0.77","0.61"
"6","Emeka Okafor","CHA","67","2329","394","740","0.532","0","0","0","175","295","0.593","258","499","757","80","57","172","111","210","963","1452","0.72","0.51"
"7","Jeff Foster","IND","75","1740","122","260","0.469","0","1","0","78","122","0.639","253","356","609","57","62","37","70","202","322","835","0.81","0.89"
"8","Andris Biedrins","GSW","82","2382","348","581","0.599","0","0","0","87","167","0.521","251","511","762","88","67","136","119","304","783","1404","0.74","0.56"
"9","Zydrunas Ilgauskas","CLE","78","2130","385","793","0.485","0","1","0","155","192","0.807","242","357","599","123","48","98","141","257","925","1207","0.87","0.34"
"10","Samuel Dalembert","PHI","82","2535","356","658","0.541","0","2","0","167","224","0.746","239","494","733","64","47","159","161","287","879","1362","0.4","0.29"
"11","Al Jefferson","BOS","69","2319","453","882","0.514","0","1","0","201","295","0.681","237","519","756","88","48","106","136","232","1107","1446","0.65","0.35"
"12","Carlos Boozer","UTA","74","2557","647","1154","0.561","0","0","0","255","372","0.685","235","632","867","221","70","21","194","217","1549","1910","1.14","0.36"
"13","Nick Collison","SEA","82","2378","318","636","0.5","0","2","0","154","199","0.774","229","437","666","82","48","66","123","289","790","1166","0.67","0.39"
"14","Amar'e Stoudemire","PHX","82","2689","607","1055","0.575","0","3","0","457","585","0.781","222","564","786","84","78","110","232","295","1671","1921","0.36","0.34"
"15","Erick Dampier","DAL","76","1915","209","334","0.626","0","0","0","119","191","0.623","217","349","566","44","24","82","107","239","537","949","0.41","0.22"
"16","Tim Duncan","SAS","80","2726","618","1131","0.546","1","9","0.111","362","568","0.637","213","633","846","273","66","190","224","203","1599","2031","1.22","0.3"
"17","Chuck Hayes","HOU","78","1714","192","335","0.573","0","0","0","55","89","0.618","204","317","521","47","70","18","64","281","439","854","0.73","1.09"
"18","Zach Randolph","POR","68","2425","600","1286","0.467","14","48","0.292","394","481","0.819","199","489","688","147","53","15","215","184","1608","1523","0.68","0.25"
"18","Zaza Pachulia","ATL","72","2026","291","614","0.474","0","1","0","293","373","0.786","199","301","500","106","77","36","162","267","875","1029","0.65","0.48"
"20","David Lee","NYK","58","1731","240","400","0.6","0","0","0","141","173","0.815","196","406","602","104","48","23","92","155","621","1114","1.13","0.52"
"21","Brendan Haywood","WAS","77","1740","198","355","0.558","0","0","0","115","210","0.548","195","282","477","47","34","88","90","208","511","815","0.52","0.38"
"21","Eddy Curry","NYK","81","2849","585","1016","0.576","1","1","1","405","659","0.615","195","376","571","68","34","40","295","265","1576","1309","0.23","0.12"
"23","Anderson Varejao","CLE","81","1932","191","401","0.476","0","9","0","165","268","0.616","191","354","545","75","76","52","67","269","547","915","1.12","1.13"
"24","Ruben Patterson","MIL","81","2508","475","867","0.548","3","19","0.158","241","376","0.641","190","250","440","232","110","25","199","232","1194","1275","1.17","0.55"
"25","Udonis Haslem","MIA","79","2483","353","717","0.492","0","4","0","138","203","0.68","188","466","654","97","49","26","110","236","844","1131","0.88","0.45"
