"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Elton Brand","CHI","81","2999","630","1306","0.482","0","2","0","367","536","0.685","348","462","810","155","66","132","228","259","1627","1717","0.68","0.29"
"2","Shaquille O'Neal","LAL","79","3163","956","1665","0.574","0","1","0","432","824","0.524","336","742","1078","299","36","239","223","255","2344","2672","1.34","0.16"
"3","Dikembe Mutombo","ATL","82","2984","322","573","0.562","0","0","0","298","421","0.708","304","853","1157","105","27","269","174","248","942","1952","0.6","0.16"
"4","Jerome Williams","DET","82","2102","257","456","0.564","0","3","0","175","284","0.616","277","512","789","68","95","21","105","196","689","1249","0.65","0.91"
"5","Alan Henderson","ATL","82","2775","429","930","0.461","1","10","0.1","224","334","0.671","265","306","571","77","81","54","139","233","1083","1116","0.55","0.58"
"6","Jamie Feick","NJN","81","2241","181","423","0.428","3","3","1","94","133","0.707","264","491","755","68","43","38","59","206","459","1023","1.15","0.73"
"7","Tim Duncan","SAS","74","2875","628","1281","0.49","1","11","0.091","459","603","0.761","262","656","918","234","66","165","242","210","1716","2060","0.97","0.27"
"8","Dale Davis","IND","74","2127","302","602","0.502","0","0","0","139","203","0.685","256","473","729","64","52","94","91","203","743","1227","0.7","0.57"
"9","Antonio Davis","TOR","79","2479","313","712","0.44","0","0","0","284","371","0.765","235","461","696","105","38","100","121","267","910","1242","0.87","0.31"
"10","Antonio McDyess","DEN","81","2698","614","1211","0.507","0","2","0","323","516","0.626","234","451","685","159","69","139","230","316","1551","1583","0.69","0.3"
"11","Ervin Johnson","MIL","80","2129","144","279","0.516","0","1","0","95","157","0.605","233","415","648","44","81","127","80","298","383","1006","0.55","1.01"
"12","Shawn Kemp","CLE","82","2492","484","1160","0.417","2","6","0.333","493","635","0.776","231","494","725","138","100","96","291","371","1463","1413","0.47","0.34"
"13","Vin Baker","SEA","79","2849","514","1129","0.455","2","8","0.25","281","412","0.682","227","378","605","148","47","66","213","288","1311","1218","0.7","0.22"
"14","Kevin Garnett","MIN","81","3243","759","1526","0.497","30","81","0.37","309","404","0.765","223","733","956","401","120","126","268","205","1857","2330","1.5","0.45"
"15","Tyrone Hill","PHI","68","2155","318","656","0.485","0","1","0","179","259","0.691","220","405","625","52","64","27","124","243","815","1041","0.42","0.52"
"16","Ruben Patterson","SEA","81","2097","354","661","0.536","12","27","0.444","222","321","0.692","218","216","434","126","94","40","144","190","942","1086","0.88","0.65"
"16","Shareef Abdur-Rahim","VAN","82","3223","594","1277","0.465","29","96","0.302","446","551","0.809","218","607","825","271","89","87","249","244","1663","1898","1.09","0.36"
"18","George Lynch","PHI","75","2416","297","644","0.461","15","36","0.417","113","183","0.617","216","366","582","136","119","38","120","231","722","1060","1.13","0.99"
"18","P.J. Brown","MIA","80","2302","322","671","0.48","0","1","0","120","159","0.755","216","384","600","145","65","61","100","264","764","1147","1.45","0.65"
"20","Alonzo Mourning","MIA","79","2748","652","1184","0.551","0","4","0","414","582","0.711","215","538","753","123","40","294","217","308","1718","2011","0.57","0.18"
"21","Ben Wallace","ORL","81","1959","168","334","0.503","0","0","0","54","114","0.474","211","454","665","67","72","130","67","162","390","1031","1","1.08"
"22","Bo Outlaw","ORL","82","2326","204","339","0.602","0","3","0","82","162","0.506","202","323","525","245","113","148","133","203","490","1173","1.84","0.85"
"22","Jahidi White","WAS","80","1537","228","450","0.507","0","0","0","113","211","0.536","202","351","553","15","31","83","94","234","569","837","0.16","0.33"
"24","Kevin Willis","TOR","79","1679","236","569","0.415","1","3","0.333","131","164","0.799","201","281","482","49","36","48","98","256","604","755","0.5","0.37"
"25","Keith Van Horn","NJN","80","2782","559","1257","0.445","84","228","0.368","333","393","0.847","200","476","676","158","64","60","245","258","1535","1490","0.65","0.26"
