"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Andre Drummond","DET","81","2666","552","1060","0.521","2","6","0.333","208","586","0.355","395","803","1198","67","119","112","155","245","1314","1769","0.43","0.77"
"2","Robin Lopez","NYK","82","2219","357","662","0.539","0","1","0","128","161","0.795","268","334","602","114","16","129","133","182","842","1232","0.86","0.12"
"2","Tristan Thompson","CLE","82","2269","247","420","0.588","0","0","0","149","242","0.616","268","470","738","62","38","51","61","202","643","1205","1.02","0.62"
"4","DeAndre Jordan","LAC","77","2598","357","508","0.703","0","1","0","266","619","0.43","267","792","1059","90","51","177","107","207","980","1746","0.84","0.48"
"5","Enes Kanter","OKC","82","1721","414","719","0.576","10","21","0.476","200","251","0.797","249","415","664","33","26","33","115","166","1038","1323","0.29","0.23"
"5","Zaza Pachulia","DAL","76","2004","219","470","0.466","0","3","0","212","276","0.768","249","469","718","128","64","22","119","181","650","1148","1.08","0.54"
"7","Dwight Howard","HOU","71","2280","372","600","0.62","0","6","0","232","474","0.489","238","597","835","98","69","113","166","219","976","1455","0.59","0.42"
"7","Hassan Whiteside","MIA","73","2125","413","682","0.606","0","0","0","214","329","0.65","238","627","865","29","44","269","137","201","1040","1726","0.21","0.32"
"9","Kenneth Faried","DEN","67","1694","349","626","0.558","1","2","0.5","136","222","0.613","235","346","581","79","32","60","91","169","835","1133","0.87","0.35"
"10","Karl-Anthony Towns","MIN","82","2627","625","1153","0.542","30","88","0.341","223","275","0.811","229","629","858","161","58","138","183","245","1503","1955","0.88","0.32"
"11","Ed Davis","POR","81","1684","206","337","0.611","0","0","0","114","204","0.559","224","375","599","88","57","72","64","202","526","1057","1.38","0.89"
"12","Marcin Gortat","WAS","75","2256","433","764","0.567","0","1","0","146","207","0.705","222","519","741","106","47","96","121","193","1012","1489","0.88","0.39"
"13","Steven Adams","OKC","80","2014","261","426","0.613","0","0","0","114","196","0.582","219","314","533","62","42","89","84","223","636","1031","0.74","0.5"
"14","Greg Monroe","MIL","79","2314","491","941","0.522","0","1","0","228","308","0.74","218","478","696","178","72","67","129","163","1210","1564","1.38","0.56"
"15","Rudy Gobert","UTA","61","1932","198","354","0.559","0","0","0","161","283","0.569","208","460","668","91","45","135","114","163","557","1104","0.8","0.4"
"16","Taj Gibson","CHI","73","1936","263","500","0.526","0","3","0","101","146","0.692","206","298","504","106","47","77","78","180","627","1001","1.36","0.6"
"17","Brook Lopez","BKN","73","2457","591","1157","0.511","2","14","0.143","317","403","0.787","204","369","573","146","58","124","175","215","1501","1575","0.83","0.33"
"18","Mason Plumlee","POR","82","2084","267","517","0.516","0","4","0","215","335","0.642","201","427","628","226","68","85","154","253","749","1232","1.47","0.44"
"19","Paul Millsap","ATL","81","2647","501","1066","0.47","74","232","0.319","309","408","0.757","198","534","732","265","147","139","191","237","1385","1813","1.39","0.77"
"20","Clint Capela","HOU","77","1471","231","397","0.582","0","1","0","80","211","0.379","194","300","494","47","59","92","60","190","542","877","0.78","0.98"
"20","Jared Sullinger","BOS","81","1915","351","806","0.435","29","103","0.282","103","161","0.64","194","479","673","187","75","47","102","209","834","1201","1.83","0.74"
"22","Jonas Valanciunas","TOR","60","1557","303","536","0.565","0","0","0","162","213","0.761","184","363","547","42","25","80","85","158","768","1093","0.49","0.29"
"23","Bismack Biyombo","TOR","82","1808","156","288","0.542","0","1","0","142","226","0.628","182","473","655","29","19","133","71","225","454","1003","0.41","0.27"
"24","Nikola Jokic","DEN","80","1733","307","600","0.512","28","84","0.333","154","190","0.811","181","379","560","189","79","50","104","208","796","1241","1.82","0.76"
"25","Zach Randolph","MEM","68","2016","431","907","0.475","6","26","0.231","172","216","0.796","179","350","529","142","43","13","105","146","1040","1142","1.35","0.41"
