"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Charles Barkley","PHL","68","2740","557","937","0.594","21","104","0.202","429","564","0.761","390","604","994","331","119","104","322","252","1564","2275","1.03","0.37"
"2","Larry Smith","GOS","80","2374","297","544","0.546","0","1","0","113","197","0.574","366","551","917","95","71","56","135","295","707","1380","0.7","0.53"
"3","Michael Cage","LAC","80","2922","457","878","0.521","0","3","0","341","467","0.73","354","568","922","131","99","67","171","221","1255","1756","0.77","0.58"
"4","Moses Malone","WAS","73","2488","595","1311","0.454","0","11","0","570","692","0.824","340","484","824","120","59","92","202","139","1760","1815","0.59","0.29"
"5","Xavier McDaniel","SEA","82","3031","806","1583","0.509","3","14","0.214","275","395","0.696","338","367","705","207","115","52","234","300","1890","1838","0.89","0.49"
"6","Buck Williams","NJN","82","2976","521","936","0.557","0","1","0","430","588","0.731","322","701","1023","129","78","91","280","315","1472","1940","0.46","0.28"
"7","Kevin Willis","ATL","81","2626","538","1003","0.536","1","4","0.25","227","320","0.709","321","528","849","62","65","61","173","313","1304","1610","0.36","0.38"
"8","Hakeem Olajuwon","HOU","75","2760","677","1332","0.508","1","5","0.2","400","570","0.702","315","543","858","220","140","254","228","294","1755","2174","0.97","0.61"
"9","Charles Oakley","CHI","82","2980","468","1052","0.445","11","30","0.367","245","357","0.686","299","775","1074","296","85","36","299","315","1192","1688","0.99","0.28"
"10","James Donaldson","DAL","82","3028","311","531","0.586","0","0","0","267","329","0.812","295","678","973","63","51","136","104","191","889","1726","0.61","0.49"
"11","Karl Malone","UTH","82","2857","728","1422","0.512","0","7","0","323","540","0.598","278","577","855","158","104","60","237","323","1779","1808","0.67","0.44"
"12","Otis Thorpe","SAC","82","2956","567","1050","0.54","0","3","0","413","543","0.761","259","560","819","201","46","60","189","292","1547","1871","1.06","0.24"
"13","David Greenwood","SAN","79","2587","336","655","0.513","3","6","0.5","241","307","0.785","256","527","783","237","71","50","161","248","916","1511","1.47","0.44"
"14","Robert Parish","BOS","80","2995","588","1057","0.556","0","1","0","227","309","0.735","254","597","851","173","64","144","191","266","1403","1893","0.91","0.34"
"15","Terry Catledge","WAS","78","2149","413","835","0.495","0","4","0","199","335","0.594","248","312","560","56","43","14","145","195","1025","995","0.39","0.3"
"16","Kevin McHale","BOS","77","3060","790","1307","0.604","0","4","0","428","512","0.836","247","516","763","198","38","172","197","240","2008","2381","1","0.19"
"17","Bill Laimbeer","DET","82","2854","506","1010","0.501","6","21","0.286","245","274","0.894","243","712","955","151","72","69","120","283","1263","1857","1.26","0.6"
"18","LaSalle Thompson","SAC","82","2166","362","752","0.481","0","5","0","188","255","0.737","237","450","687","122","69","126","143","290","912","1316","0.85","0.48"
"19","Clyde Drexler","POR","82","3114","707","1408","0.502","11","47","0.234","357","470","0.76","227","291","518","566","204","71","253","281","1782","2074","2.24","0.81"
"20","Alton Lister","SEA","75","2288","346","687","0.504","0","1","0","179","265","0.675","223","482","705","110","32","180","169","289","871","1302","0.65","0.19"
"21","Hot Rod Williams","CLE","80","2714","435","897","0.485","0","1","0","298","400","0.745","222","407","629","154","58","167","139","197","1168","1473","1.11","0.42"
"22","Cliff Levingston","ATL","82","1848","251","496","0.506","0","3","0","155","212","0.731","219","314","533","40","48","68","72","261","657","972","0.56","0.67"
"23","Wayman Tisdale","IND","81","2159","458","892","0.513","0","2","0","258","364","0.709","217","258","475","117","50","26","139","293","1174","1163","0.84","0.36"
"24","Lafayette Lever","DEN","82","3054","643","1370","0.469","22","92","0.239","244","312","0.782","216","513","729","654","201","34","167","219","1552","2208","3.92","1.2"
"25","Terry Cummings","MIL","82","2770","729","1426","0.511","0","3","0","249","376","0.662","214","486","700","229","129","81","172","296","1707","1850","1.33","0.75"
