"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Danny Fortson","DEN","50","1417","191","386","0.495","0","3","0","168","231","0.727","210","371","581","32","31","22","77","212","550","881","0.42","0.4"
"2","Dikembe Mutombo","ATL","50","1829","173","338","0.512","0","0","0","195","285","0.684","192","418","610","57","16","147","94","145","541","1022","0.61","0.17"
"3","Shaquille O'Neal","LAL","49","1705","510","885","0.576","0","1","0","269","498","0.54","187","338","525","114","36","82","122","155","1289","1320","0.93","0.3"
"4","Olden Polynice","SEA","48","1481","169","358","0.472","1","1","1","29","94","0.309","184","241","425","43","20","30","49","150","368","583","0.88","0.41"
"5","Brian Grant","POR","48","1525","183","382","0.479","0","0","0","184","226","0.814","173","297","470","67","21","34","96","136","550","805","0.7","0.22"
"6","Antonio McDyess","DEN","50","1937","415","882","0.471","1","9","0.111","230","338","0.68","168","369","537","82","73","115","138","175","1061","1155","0.59","0.53"
"7","Charles Barkley","HOU","42","1526","240","502","0.478","4","25","0.16","192","267","0.719","167","349","516","192","43","13","100","89","676","1003","1.92","0.43"
"8","Alonzo Mourning","MIA","46","1753","324","634","0.511","0","2","0","276","423","0.652","166","341","507","74","34","180","139","161","924","1123","0.53","0.25"
"8","Kevin Garnett","MIN","47","1780","414","900","0.46","4","14","0.286","145","206","0.704","166","323","489","202","78","83","135","152","977","1147","1.5","0.58"
"10","Erick Dampier","GSW","50","1414","161","414","0.389","0","0","0","120","204","0.588","164","218","382","54","26","58","92","165","442","533","0.59","0.28"
"11","Tim Duncan","SAS","50","1963","418","845","0.495","1","7","0.143","247","358","0.69","159","412","571","121","45","126","146","147","1084","1263","0.83","0.31"
"12","Jerome Williams","DET","50","1154","124","248","0.5","0","0","0","107","159","0.673","158","191","349","23","63","7","41","108","355","580","0.56","1.54"
"13","Dale Davis","IND","50","1374","161","302","0.533","0","0","0","76","123","0.618","155","261","416","22","20","57","43","115","398","682","0.51","0.47"
"14","Joe Smith","MIN","43","1418","223","522","0.427","0","3","0","142","188","0.755","154","200","354","68","32","66","66","147","588","697","1.03","0.49"
"15","Chris Webber","SAC","42","1719","378","778","0.486","4","34","0.118","79","174","0.454","149","396","545","173","60","89","148","145","839","1063","1.17","0.41"
"16","David Robinson","SAS","49","1554","268","527","0.509","0","1","0","239","363","0.658","148","344","492","103","69","119","108","143","775","1067","0.95","0.64"
"17","Jayson Williams","NJN","30","1020","97","218","0.445","0","2","0","48","85","0.565","147","213","360","33","24","60","46","126","242","515","0.72","0.52"
"18","Lorenzen Wright","LAC","48","1135","119","260","0.458","0","1","0","81","117","0.692","142","219","361","33","26","36","48","162","319","550","0.69","0.54"
"19","Vlade Divac","SAC","50","1761","262","557","0.47","11","43","0.256","179","255","0.702","140","361","501","215","44","51","131","166","714","1023","1.64","0.34"
"20","Theo Ratliff","PHI","50","1627","197","419","0.47","0","0","0","166","229","0.725","139","268","407","30","45","149","92","180","560","814","0.33","0.49"
"21","Ben Wallace","WAS","46","1231","115","199","0.578","0","0","0","47","132","0.356","137","247","384","18","50","90","36","111","277","614","0.5","1.39"
"21","Matt Geiger","PHI","50","1540","266","555","0.479","1","5","0.2","141","177","0.797","137","225","362","58","39","40","101","157","674","747","0.57","0.39"
"23","Michael Smith","VAN","48","1098","77","144","0.535","0","1","0","76","128","0.594","135","215","350","48","46","18","60","107","230","513","0.8","0.77"
"24","Antawn Jamison","GSW","47","1058","178","394","0.452","3","10","0.3","90","153","0.588","131","170","301","34","38","16","68","102","449","491","0.5","0.56"
"24","Shawn Kemp","CLE","42","1475","277","575","0.482","1","2","0.5","307","389","0.789","131","257","388","101","48","45","127","159","862","937","0.8","0.38"
