"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Zach Randolph","MEM","76","2607","471","1024","0.46","2","23","0.087","225","300","0.75","310","544","854","108","61","31","150","180","1169","1445","0.72","0.41"
"2","Tristan Thompson","CLE","82","2564","390","799","0.488","0","3","0","177","291","0.608","306","467","773","108","60","71","123","234","957","1323","0.88","0.49"
"3","Roy Hibbert","IND","79","2269","385","859","0.448","1","4","0.25","166","224","0.741","296","360","656","113","39","206","162","279","937","1257","0.7","0.24"
"4","Omer Asik","HOU","82","2464","332","614","0.541","0","1","0","168","299","0.562","275","681","956","75","46","87","173","223","832","1410","0.43","0.27"
"5","Nikola Vucevic","ORL","77","2559","461","889","0.519","0","3","0","86","126","0.683","273","644","917","143","61","79","141","218","1008","1599","1.01","0.43"
"6","Tyson Chandler","NYK","66","2164","255","400","0.638","0","0","0","179","258","0.694","269","434","703","62","42","75","87","188","689","1260","0.71","0.48"
"7","JJ Hickson","POR","80","2323","418","744","0.562","0","2","0","182","268","0.679","266","562","828","88","48","51","145","160","1018","1476","0.61","0.33"
"8","Joakim Noah","CHI","66","2426","303","630","0.481","0","5","0","178","237","0.751","260","473","733","262","78","141","176","185","784","1436","1.49","0.44"
"8","Kenneth Faried","DEN","80","2248","380","689","0.552","0","0","0","163","266","0.613","260","474","734","77","81","83","113","234","923","1373","0.68","0.72"
"8","Reggie Evans","BKN","80","1967","125","261","0.479","0","0","0","113","222","0.509","260","628","888","43","74","13","111","199","363","1025","0.39","0.67"
"11","Dwight Howard","LAL","76","2722","470","813","0.578","1","6","0.167","355","721","0.492","251","694","945","108","84","186","225","291","1296","1685","0.48","0.37"
"12","Greg Monroe","DET","81","2687","514","1058","0.486","0","4","0","270","392","0.689","236","541","777","281","105","55","234","190","1298","1616","1.2","0.45"
"13","Nikola Pekovic","MIN","62","1959","385","741","0.52","0","0","0","241","324","0.744","230","315","545","53","43","50","101","143","1011","1162","0.53","0.43"
"14","Amir Johnson","TOR","81","2325","336","606","0.554","5","13","0.385","136","187","0.727","227","384","611","122","81","110","117","301","813","1299","1.04","0.69"
"15","Robin Lopez","NOH","82","2136","384","719","0.534","0","0","0","161","207","0.778","226","236","462","64","32","128","110","167","929","1124","0.58","0.29"
"16","Larry Sanders","MIL","71","1937","306","605","0.506","0","2","0","84","136","0.618","224","448","672","83","53","201","87","233","696","1267","0.95","0.61"
"17","DeMarcus Cousins","SAC","75","2289","482","1036","0.465","4","22","0.182","312","423","0.738","222","524","746","199","108","55","225","269","1280","1498","0.88","0.48"
"17","Serge Ibaka","OKC","80","2486","446","778","0.573","20","57","0.351","143","191","0.749","222","395","617","43","28","242","125","213","1055","1480","0.34","0.22"
"19","David Lee","GSW","79","2907","602","1160","0.519","0","4","0","255","320","0.797","218","668","886","279","67","22","207","246","1459","1883","1.35","0.32"
"20","Kosta Koufos","DEN","81","1817","295","508","0.581","0","1","0","58","104","0.558","211","351","562","32","44","103","53","246","648","1077","0.6","0.83"
"21","DeAndre Jordan","LAC","82","2010","314","488","0.643","0","0","0","96","249","0.386","210","384","594","28","48","112","100","192","724","1079","0.28","0.48"
"22","Brook Lopez","BKN","74","2253","570","1094","0.521","0","1","0","297","392","0.758","208","304","512","70","33","154","131","152","1437","1456","0.53","0.25"
"23","Emeka Okafor","WAS","79","2052","328","687","0.477","0","0","0","109","191","0.571","199","493","692","93","45","77","107","145","765","1124","0.87","0.42"
"24","Al Horford","ATL","74","2756","576","1060","0.543","3","6","0.5","134","208","0.644","195","562","757","240","78","78","147","163","1289","1737","1.63","0.53"
"25","Bismack Biyombo","CHA","80","2186","156","346","0.451","0","0","0","74","142","0.521","194","388","582","35","28","143","82","195","386","834","0.43","0.34"
