"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Dennis Rodman","DET","82","2747","276","560","0.493","6","30","0.2","111","176","0.631","361","665","1026","85","65","55","94","281","669","1457","0.9","0.69"
"2","David Robinson","SAN","82","3095","754","1366","0.552","1","7","0.143","592","777","0.762","335","728","1063","208","127","320","270","264","2101","2752","0.77","0.47"
"3","Charles Oakley","NYK","76","2739","307","595","0.516","0","2","0","239","305","0.784","305","615","920","204","62","17","215","288","853","1487","0.95","0.29"
"4","Larry Smith","HOU","81","1923","128","263","0.487","0","0","0","12","50","0.24","302","407","709","88","83","22","93","265","268","904","0.95","0.89"
"5","Otis Thorpe","HOU","82","3039","549","988","0.556","3","7","0.429","334","480","0.696","287","559","846","197","73","20","217","278","1435","1769","0.91","0.34"
"6","Jerome Lane","DEN","62","1383","202","461","0.438","1","4","0.25","58","141","0.411","280","298","578","123","51","14","105","192","463","782","1.17","0.49"
"7","Felton Spencer","MIN","81","2099","195","381","0.512","0","1","0","182","252","0.722","272","369","641","25","48","121","77","337","572","1074","0.33","0.62"
"8","Moses Malone","ATL","82","1912","280","598","0.468","0","7","0","309","372","0.831","271","396","667","68","30","74","137","134","869","1190","0.5","0.22"
"8","Robert Parish","BOS","81","2441","485","811","0.598","0","1","0","237","309","0.767","271","585","856","66","66","103","153","197","1207","1747","0.43","0.43"
"10","Derrick Coleman","NJN","74","2602","514","1100","0.467","13","38","0.342","323","442","0.731","269","490","759","163","71","99","217","217","1364","1534","0.75","0.33"
"11","Shawn Kemp","SEA","81","2442","462","909","0.508","2","12","0.167","288","436","0.661","267","412","679","144","77","123","202","319","1214","1440","0.71","0.38"
"12","Horace Grant","CHI","78","2641","401","733","0.547","1","6","0.167","197","277","0.711","266","393","659","178","95","69","92","203","1000","1497","1.94","1.03"
"13","Dominique Wilkins","ATL","81","3078","770","1640","0.47","85","249","0.341","476","574","0.829","261","471","732","265","123","65","201","156","2101","2117","1.32","0.61"
"14","Kevin Willis","ATL","80","2373","444","881","0.504","4","10","0.4","159","238","0.668","259","445","704","99","60","40","153","235","1051","1285","0.65","0.39"
"15","Charles Barkley","PHL","67","2498","665","1167","0.57","44","155","0.284","475","658","0.722","258","422","680","284","110","33","210","173","1849","2061","1.35","0.52"
"16","Karl Malone","UTH","82","3302","847","1608","0.527","4","14","0.286","684","888","0.77","236","731","967","270","89","79","244","268","2382","2578","1.11","0.37"
"17","Chris Dudley","NJN","61","1560","170","417","0.408","0","0","0","94","176","0.534","229","282","511","37","39","153","80","217","434","765","0.46","0.49"
"18","Buck Williams","POR","80","2582","358","595","0.602","0","0","0","217","308","0.705","227","524","751","97","47","47","137","247","933","1410","0.71","0.34"
"19","Grant Long","MIA","80","2514","276","561","0.492","1","6","0.167","181","230","0.787","225","343","568","176","119","43","156","295","734","1150","1.13","0.76"
"20","Pervis Ellison","WAS","76","1942","326","636","0.513","0","6","0","139","214","0.65","224","361","585","102","49","157","146","268","791","1153","0.7","0.34"
"21","Armen Gilliam","PHL","75","2644","487","1001","0.487","0","2","0","268","329","0.815","220","378","598","105","69","53","174","185","1242","1318","0.6","0.4"
"21","Olden Polynice","LAC","79","2092","316","564","0.56","0","1","0","146","252","0.579","220","333","553","42","43","32","88","192","778","1006","0.48","0.49"
"23","Hakeem Olajuwon","HOU","56","2062","487","959","0.508","0","4","0","213","277","0.769","219","551","770","131","121","221","174","221","1187","1720","0.75","0.7"
"24","Charles Smith","LAC","74","2703","548","1168","0.469","0","7","0","384","484","0.793","216","392","608","134","81","145","165","267","1480","1563","0.81","0.49"
"25","Clyde Drexler","POR","82","2852","645","1338","0.482","61","191","0.319","416","524","0.794","212","334","546","493","144","60","232","226","1767","1977","2.13","0.62"
