"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Zach Randolph","MEM","81","3051","652","1336","0.488","15","52","0.288","362","465","0.778","330","620","950","149","80","34","174","226","1681","1933","0.86","0.46"
"2","Dwight Howard","ORL","82","2843","510","834","0.612","0","7","0","483","816","0.592","284","798","1082","144","75","228","274","287","1503","2101","0.53","0.27"
"3","Brendan Haywood","DAL","77","2355","276","491","0.562","0","1","0","152","245","0.62","278","437","715","43","26","158","99","209","704","1239","0.43","0.26"
"4","Brook Lopez","NJN","82","3027","563","1129","0.499","0","2","0","416","509","0.817","270","439","709","187","55","139","204","251","1542","1769","0.92","0.27"
"5","Emeka Okafor","NOH","82","2370","348","656","0.53","0","0","0","154","274","0.562","251","491","742","55","54","127","111","218","850","1289","0.5","0.49"
"6","Marcus Camby","POR","74","2314","238","501","0.475","2","7","0.286","78","122","0.639","249","622","871","186","95","146","91","161","556","1456","2.04","1.04"
"7","Ben Wallace","DET","69","1975","158","292","0.541","0","2","0","65","160","0.406","245","352","597","105","86","84","64","131","381","960","1.64","1.34"
"8","Pau Gasol","LAL","65","2403","452","844","0.536","0","5","0","286","362","0.79","243","491","734","218","37","113","143","152","1190","1681","1.52","0.26"
"9","Samuel Dalembert","PHI","82","2124","285","523","0.545","0","0","0","97","133","0.729","239","545","784","64","42","151","123","252","667","1311","0.52","0.34"
"10","Al Horford","ATL","81","2845","467","847","0.551","1","1","1","213","270","0.789","236","563","799","189","59","91","122","225","1148","1727","1.55","0.48"
"11","Amar'e Stoudemire","PHX","82","2838","704","1264","0.557","1","6","0.167","487","632","0.771","230","502","732","82","52","83","213","281","1896","1927","0.39","0.24"
"12","David Lee","NYK","81","3019","686","1258","0.545","0","8","0","268","330","0.812","228","721","949","295","85","40","189","257","1640","2186","1.56","0.45"
"13","Kevin Love","MIN","60","1714","291","646","0.45","35","106","0.33","225","276","0.815","227","431","658","136","43","23","117","136","842","1179","1.16","0.37"
"14","Taj Gibson","CHI","82","2204","311","629","0.494","0","0","0","113","175","0.646","226","385","611","70","50","104","114","282","735","1076","0.61","0.44"
"15","Jason Thompson","SAC","75","2357","370","784","0.472","1","10","0.1","198","277","0.715","224","413","637","124","41","73","139","279","939","1182","0.89","0.3"
"16","Josh Smith","ATL","81","2871","504","999","0.505","0","7","0","261","422","0.618","223","482","705","342","130","172","198","240","1269","1764","1.73","0.66"
"17","Tim Duncan","SAS","78","2438","561","1082","0.518","2","11","0.182","271","374","0.725","221","567","788","246","45","117","140","152","1395","1827","1.76","0.32"
"18","Joakim Noah","CHI","64","1925","262","520","0.504","0","0","0","163","219","0.744","220","484","704","132","32","100","117","198","687","1224","1.13","0.27"
"19","Andrew Bogut","MIL","69","2229","473","910","0.52","0","2","0","149","237","0.629","208","493","701","127","39","175","131","222","1095","1481","0.97","0.3"
"19","Marc Gasol","MEM","69","2469","378","651","0.581","0","1","0","252","376","0.67","208","432","640","165","69","109","135","254","1008","1459","1.22","0.51"
"21","Drew Gooden","LAC","70","1755","288","602","0.478","1","8","0.125","186","216","0.861","207","335","542","47","41","58","108","194","763","999","0.44","0.38"
"22","Chris Bosh","TOR","70","2526","600","1158","0.518","8","22","0.364","470","590","0.797","205","554","759","166","43","68","169","170","1678","1867","0.98","0.25"
"23","DeJuan Blair","SAS","82","1494","275","495","0.556","0","2","0","88","161","0.547","200","326","526","65","50","39","112","224","638","913","0.58","0.45"
"24","Jonas Jerebko","DET","80","2232","290","603","0.481","36","115","0.313","125","176","0.71","194","284","478","58","79","29","82","230","741","939","0.71","0.96"
"25","LaMarcus Aldridge","POR","78","2922","579","1169","0.495","5","16","0.313","230","304","0.757","192","435","627","160","67","48","104","231","1393","1527","1.54","0.64"
