"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Zydrunas Ilgauskas","CLE","78","2615","458","979","0.468","2","7","0.286","402","503","0.799","299","373","672","100","53","165","191","313","1320","1497","0.52","0.28"
"2","Elton Brand","LAC","81","3002","629","1251","0.503","0","3","0","364","484","0.752","296","474","770","208","62","169","183","240","1622","1906","1.14","0.34"
"3","Ben Wallace","DET","74","2671","295","651","0.453","1","9","0.111","130","304","0.428","292","610","902","123","106","176","82","159","721","1416","1.5","1.29"
"4","Dwight Howard","ORL","82","2671","352","677","0.52","0","2","0","277","413","0.671","287","536","823","75","77","136","165","232","981","1466","0.46","0.47"
"5","Emeka Okafor","CHA","73","2598","448","1003","0.447","0","1","0","209","343","0.609","275","520","795","64","62","125","125","214","1105","1337","0.51","0.5"
"6","P.J. Brown","NOH","82","2817","338","758","0.446","0","0","0","210","243","0.864","266","471","737","178","74","50","101","233","886","1371","1.76","0.73"
"7","Dan Gadzuric","MIL","81","1784","243","451","0.539","0","0","0","107","199","0.538","261","413","674","30","47","106","81","224","593","1069","0.37","0.58"
"7","Tyson Chandler","CHI","80","2189","207","419","0.494","0","2","0","226","336","0.673","261","514","775","65","69","141","118","268","640","1250","0.55","0.59"
"9","Reggie Evans","SEA","79","1880","131","275","0.476","0","2","0","125","234","0.534","254","482","736","58","58","15","104","202","387","897","0.56","0.56"
"10","Shaquille O'Neal","MIA","73","2490","658","1095","0.601","0","0","0","353","765","0.461","253","507","760","200","36","171","203","262","1669","1784","0.99","0.18"
"11","Troy Murphy","GSW","70","2375","392","947","0.414","59","148","0.399","233","319","0.73","251","505","756","97","53","33","108","190","1076","1266","0.9","0.49"
"12","Kevin Garnett","MIN","82","3121","683","1360","0.502","6","25","0.24","445","549","0.811","247","861","1108","466","121","112","222","207","1817","2621","2.1","0.55"
"12","Nazr Mohammed","SAS","77","1935","289","602","0.48","0","1","0","153","227","0.674","247","339","586","34","58","86","108","236","731","1000","0.32","0.54"
"14","Udonis Haslem","MIA","80","2675","346","641","0.54","0","4","0","178","225","0.791","239","487","726","108","63","41","113","260","870","1353","0.96","0.56"
"15","Shawn Marion","PHX","81","3147","613","1289","0.476","114","341","0.334","229","275","0.833","235","680","915","154","163","119","125","199","1569","2073","1.23","1.3"
"16","Primoz Brezec","CHA","72","2277","387","756","0.512","0","0","0","164","220","0.745","226","305","531","86","33","55","106","183","938","1112","0.81","0.31"
"17","Amar'e Stoudemire","PHX","80","2886","747","1336","0.559","3","16","0.188","583","795","0.733","219","494","713","131","77","130","189","278","2080","2141","0.69","0.41"
"18","Yao Ming","HOU","80","2447","538","975","0.552","0","0","0","389","497","0.783","208","461","669","61","34","160","196","298","1465","1648","0.31","0.17"
"19","Drew Gooden","CLE","82","2523","464","943","0.492","5","28","0.179","251","310","0.81","207","546","753","130","77","76","133","233","1184","1549","0.98","0.58"
"20","Jeff Foster","IND","61","1592","168","324","0.519","0","5","0","90","142","0.634","205","345","550","43","46","12","55","186","426","814","0.78","0.84"
"21","Brendan Haywood","WAS","68","1863","239","427","0.56","0","0","0","159","261","0.609","202","262","464","57","52","114","96","218","637","938","0.59","0.54"
"21","Tim Duncan","SAS","66","2203","517","1042","0.496","3","9","0.333","305","455","0.67","202","530","732","179","45","174","127","144","1342","1670","1.41","0.35"
"23","Chris Mihm","LAL","75","1869","280","552","0.507","0","2","0","175","258","0.678","197","305","502","50","14","108","110","237","735","944","0.46","0.13"
"24","Matt Harpring","UTA","78","2586","418","855","0.489","9","43","0.209","245","315","0.778","196","284","480","142","70","16","133","250","1090","1158","1.07","0.53"
"25","Josh Childress","ATL","80","2377","302","642","0.47","13","56","0.232","190","231","0.823","195","287","482","151","74","35","106","184","807","1062","1.43","0.7"
